full_text,normalized,label_num,pseudo_label
Result pasaran hari ini OREGON09 SENIN 17 FEBRUARI 2025 Angka Result : 9459 Shio : Kambing Kami ucapkan selamat kepada para pemenang yang beruntung #recehbet #KaburAjaDulu,result pasaran hari ini oregon senin februari angka result shio kambing kami ucapkan selamat kepada para pemenang yang beruntung recehbet kaburajadulu,1,neutral
Rame banget #KaburAjaDulu keknya klo memang dikasih rezeki buat kabur pengen banget kejepang atau gk ya singapura lah salah satu alasan mau kejepang karena akohhh pengen banget khilaf beli skincare disana banyak bgt skincare bagus disana klo singapura karena dket,rame banget kaburajadulu kayaknya kalau memang dikasih rezeki buat kabur pengin banget kejepang atau tidak ya singapura lah salah satu alasan mau kejepang karena akoh pengin banget khilaf beli skincare disana banyak banget skincare bagus disana kalau singapura karena dket,0,positif
@reprlien yak betul #KaburAjaDulu,ya betul kaburajadulu,2,negatif
#KaburAjaDulu pun dicounter buzzer. Emang pemerintah tak berguna!,kaburajadulu pun dicounter buzzer memang pemerintah tak berguna,2,negatif
Lagi viral nih tagar #KaburAjaDulu tapi emangnya kamu siap pindah ke luar negeri? Ini tips persiapannya biar lancar! #Tips #Travelling #MedcomId #MudaMemberiArti https://t.co/ERM5GdgEkw,lagi viral nih tagar kaburajadulu tapi memangnya kamu siap pindah ke luar negeri ini tips persiapannya biar lancar tips travelling medcomid mudamemberiarti,1,neutral
Tagar #KaburAjaDulu mengajak warga Indonesia mencari pekerjaan di luar negeri. Emang iya kerja di luar negeri lebih baik? https://t.co/YzW1wTGiTp,tagar kaburajadulu mengajak warga indonesia mencari pekerjaan di luar negeri memang iya kerja di luar negeri lebih baik,1,neutral
Mau #KaburAjaDulu tapi enaknya kemana ya?,mau kaburajadulu tapi enaknya kemana ya,0,positif
mau join trend #KaburAjaDulu someday pls,mau join trend kaburajadulu someday pls,1,neutral
@bluebluries mau #KaburAjaDulu sebelum hari ultah dah ,mau kaburajadulu sebelum hari ultah sudah,2,negatif
@PAClearning Ga ada harapan... #KaburAjaDulu,tidak ada harapan kaburajadulu,2,negatif
Semalam pas sholat tiba-tiba nangis kejer inget Rara. Adikku sayang yang manis itu harus pergi jauuuuh ke Tajikistan. Satu sisi aku lega dia bisa #KaburAjaDulu ,semalam pas sholat tibatiba menangis kejer ingat rara adikku sayang yang manis itu harus pergi jauh ke tajikistan satu sisi aku lega dia bisa kaburajadulu,0,positif
#IndonesiaGelap #KaburAjaDulu #AdiliJokowi https://t.co/v5PdG2rdow,indonesiagelap kaburajadulu adilijokowi,1,neutral
Pengen #KaburAjaDulu tapi untuk #KaburAjaDulu kudu butuh biaya bertahan disini terus kami makan apa pekerjaan sulit mau ngemis ke siapa wong semuanya sulit kasian RAKYAT NEGERI yg konon memiliki 1/3 kekayaan mineral dimuka bumi ini... INSTRUMEN NEGARA KOLAPS,pengin kaburajadulu tapi untuk kaburajadulu kudu butuh biaya bertahan disini terus kami makan apa pekerjaan sulit mau ngemis ke siapa wong semuanya sulit kasihan rakyat negeri yang konon memiliki kekayaan mineral dimuka bumi ini instrumen negara kolaps,2,negatif
@Piyusaja2 Banyak yang menyangkal. Berarti langkah awal yang bagus untuk #KaburAjaDulu Bye bye keteknya emak. Ketemu lagi pas mudik lebaran ya.,banyak yang menyangkal berarti langkah awal yang bagus untuk kaburajadulu bye bye keteknya emak ketemu lagi pas mudik lebaran ya,0,positif
Sebelum ikut tren #KaburAjaDulu pertimbangkan hal-hal ini dulu! #Headline https://t.co/IEorRQaXoq,sebelum ikut tren kaburajadulu pertimbangkan halhal ini dulu headline,1,neutral
#KaburAjaDulu was the right decision made by Antony ,kaburajadulu was the right decision made by antony,1,neutral
Jepang kelebihan pekerjaan Indonesia kelebihan pekerja. Jepang kelebihan manula Indonesia kelebihan orang muda. Jepang kelebihan ilmu Indonesia kelebihan omon². #KaburAjaDulu Nak!! https://t.co/PjTOBIrmJw,jepang kelebihan pekerjaan indonesia kelebihan pekerja jepang kelebihan manula indonesia kelebihan orang muda jepang kelebihan ilmu indonesia kelebihan omon kaburajadulu nak,2,negatif
#adilijokowi #kaburajadulu Tetap konsisten dan semangat untuk menegakkan keadilan di negeri ini yang sudah hampir hancur,adilijokowi kaburajadulu tetap konsisten dan semangat untuk menegakkan keadilan di negeri ini yang sudah hampir hancur,0,positif
temen-temen PMI Korea malah jujur bisa 2x 20jt rupiah dapetnya sebulan. rilll mereka tu pekerja keras bgt kerja skilled labour dihargai di Korea. Gaji 35jt rupiah 40jt rupiah+++ Rumah mess dapet Uang makan dapet ayooo ke koreaaaaa kawaan-kawan #KaburAjaDulu,tementemen pmi korea malah jujur bisa kali juta rupiah dapetnya sebulan ril mereka itu pekerja keras banget kerja skilled labour dihargai di korea gaji juta rupiah juta rupiah rumah mess dapat uang makan dapat ayo ke korea kawaankawan kaburajadulu,2,negatif
Kejadian menarik terjadi di Semarang ketika warga yg menjadi korban pemalakan justru memilih untk melapor ke petugas Damkar bkn kepolisian. Kim Sae Ron Rest In Peace LPDP #IndonesiaGelap #KaburAjaDulu https://t.co/Ie6zt7AbEP,kejadian menarik terjadi di semarang ketika warga yang menjadi korban pemalakan justru memilih untuk melapor ke petugas damkar bukan kepolisian kim sae ron rest ini peace lpdp indonesiagelap kaburajadulu,1,neutral
Wes karepmu wok... #IndonesiaGelap #KaburAjaDulu #HidupJokowi https://t.co/Gmlp0HA3Zc,wes karepmu wok indonesiagelap kaburajadulu hidupjokowi,2,negatif
udah siap #KaburAjaDulu,sudah siap kaburajadulu,2,negatif
bukan cm uang bukan decision u/ jd childfree / nunda anak bukan jg #kaburajadulu (krn as Muslim apa mudah menjalankan ibadah / menjaga Iman di negeri yg ngga semuanya muslimfriendly?) tp harus menguatkan pondasi Tauhid belajar agama &amp; mau praktek dg nyontoh Nabi Muhammad ,bukan cuma uang bukan decision lu jadi childfree nunda anak bukan juga kaburajadulu karena as muslim apa mudah menjalankan ibadah menjaga iman di negeri yang tidak semuanya muslimfriendly tapi harus menguatkan pondasi tauhid belajar agama amp mau praktek dengan nyontoh nabi muhammad,2,negatif
Dulu punya impian #KaburAjaDulu ke Qatar atau UEA. Udah nyoba pen daftar kursus bahasa di beberapa Ma had Tp ya gitu. Tau diri medioker dari sisi otak dan sumber daya lain jd kudu cepet cari kerja korporat biar settle,dulu punya impian kaburajadulu ke qatar atau uea sudah mencoba pengin daftar kursus bahasa di beberapa sama had tapi ya begitu tau diri medioker dari sisi otak dan sumber daya lain jadi kudu cepat cari kerja korporat biar settle,2,negatif
Kegagalan Pemerintah memberikan perlindungan dan kesejahteraan bagi warganya #kaburajadulu,kegagalan pemerintah memberikan perlindungan dan kesejahteraan bagi warganya kaburajadulu,2,negatif
@scislt @yourhiddengem12 @tanyakanrl Kayanya mereka juga lagi tranding #KaburAjaDulu,kayanya mereka juga lagi tranding kaburajadulu,2,negatif
Kades pun ikutan kabur.. #KaburAjaDulu https://t.co/5mcHJ8N53O,kades pun ikutan kabur kaburajadulu,2,negatif
Letoy tak berdaya.. #KaburAjaDulu https://t.co/SmwkHFMZJo,letoy tak berdaya kaburajadulu,2,negatif
Sepertinya Bapa Presiden Prabowo ingin memposisikan dirinya sebagai Calon Presiden 2029 akhirnya kita suudzon kedepan program program yang dijalankan sebisa mungkin untuk mendukung pencalonan beliau 2029 #KaburAjaDulu,sepertinya bapa presiden prabowo ingin memposisikan dirinya sebagai calon presiden akhirnya kita suudzon kedepan program program yang dijalankan sebisa mungkin untuk mendukung pencalonan beliau kaburajadulu,2,negatif
@roflsmir @_nusaena @shallhar ya tapi kan poin yang selama ini dibicarakan di #KaburAjaDulu tuh ya secara legal mas lewat pendidikan atau kerja. bukan jadi imigran gelap tanpa tujuan macem asylum seeker dari middle east kan kami di sini bukan korban perang. twit si samidi ini keluar jalur konteks.,ya tapi kan poin yang selama ini dibicarakan di kaburajadulu tuh ya secara legal mas lewat pendidikan atau kerja bukan jadi imigran gelap tanpa tujuan macam asylum seeker dari middle east kan kami di sini bukan korban perang twit sih samidi ini keluar jalur konteks,2,negatif
#HidupJokowi #IndonesiaGelap #KaburAjaDulu Hahahahahha Raja Pinokio jawa membara.. Machevelli jawa berkuasa. https://t.co/og3vq6X4BR,hidupjokowi indonesiagelap kaburajadulu hahahahahha raja pinokio jawa membara machevelli jawa berkuasa,2,negatif
@tyrectt Kemaren via goa sekarang via gethek #KaburAjaDulu,kemarin via goa sekarang via gethek kaburajadulu,1,neutral
Orang tua dan keluarga kudu dadi bahan pertimbangan MINGGAT seng adoh tapi sadar kudu BALIK #KaburAjaDulu ojok sampek wong tuo gak ono koen gak melok ngubur wong tuo loro (sakit) gak melok ngramut. MINGGATO mumpung BALIKO mumpung,orang tua dan keluarga kudu dadi bahan pertimbangan minggat seng adoh tapi sadar kudu balik kaburajadulu ojok sampai wong tuo tidak sono koen tidak melok ngubur wong tuo loro sakit tidak melok ngramut minggato mumpung baliko mumpung,2,negatif
Apa yg harus disiapkan supaya #kaburajadulu berjalan lancar dan legal? Apa potensi dan resiko yang akan dihadapi? Ngobrol sama orang yang mengantar ribuan orang Indonesia kabur via kerjaan ataupun beasiswa ke luar negeri. Daftar https://t.co/AfrfFKk2n4 HTM Semampumu https://t.co/EyKn64itJP,apa yang harus disiapkan supaya kaburajadulu berjalan lancar dan legal apa potensi dan resiko yang akan dihadapi mengobrol sama orang yang mengantar ribuan orang indonesia kabur via pekerjaan ataupun beasiswa ke luar negeri daftar htm semampumu,1,neutral
@lifhide @MorphoMenelausX Topik #KaburAjaDulu tuh eskalasi dari politik yang semakin ga berpihak ke rakyat. Kalo 2019 jelas aja gabakal ada pikiran kesitu. Karna periode pertama mulyono dianggep bagus menurut beberapa teknokrat. Baru saat periode 2 trus berlanjuy ke masa si gemoy ini bergejolak.,topik kaburajadulu tuh eskalasi dari politik yang semakin tidak berpihak ke rakyat kalau jelas saja gabakal ada pikiran kesitu karena periode pertama mulyono dianggep bagus menurut beberapa teknokrat baru saat periode terus berlanjuy ke masa sih gemoy ini bergejolak,2,negatif
@petitestardust Yaudah kalo mau #KaburAjaDulu buruan sana jangan kebanyakan bacot. Kabur mah diem2 bukan bacot,yaudah kalau mau kaburajadulu buruan sana jangan kebanyakan bacot kabur mah diam bukan bacot,2,negatif
Kisah para insinyur dirgantara Indonesia terpaksa mencari kesempatan menyalurkan keterampilan di industri asing yang menawarkan kepastian. #artikelhistoriaid #KaburAjaDulu https://t.co/JNoJhOzFLy,kisah para insinyur dirgantara indonesia terpaksa mencari kesempatan menyalurkan keterampilan di industri asing yang menawarkan kepastian artikelhistoriaid kaburajadulu,1,neutral
Otw #KaburAjaDulu soalnya dah ga beres ni negara,otw kaburajadulu soalnya sudah tidak beres nih negara,2,negatif
Masih ramai ngomongin #KaburAjaDulu ya? Apakah hidup di LN semenyenangkan yang dipikirkan? Sebelum itu mimin mau ajak kamu untuk #BacaAjaDulu,masih ramai mengomongkan kaburajadulu ya apakah hidup di ln semenyenangkan yang dipikirkan sebelum itu admin mau ajak kamu untuk bacaajadulu,1,neutral
curang nih abang gue udh duluan #kaburajadulu sejak 2017️,curang nih abang gue sudah duluan kaburajadulu sejak,2,negatif
Cobak kalau gua masih muda pasti gua akan ikutin ni hastag #KaburAjaDulu,coba kalau gua masih muda pasti gua akan mengikuti nih hastag kaburajadulu,1,neutral
Pdahal #KaburAjadulu jga bkn cmn terkait cari cuan aja tpi pengharapan suaka di negara orng yg situasi pemerintahnya lebih better lah dari pada indonesia. Bisa merasa secure karena pemerintahnya kompeten ga kaya disini carut marut.,padahal kaburajadulu juga bukan cuman terkait cari cuan saja tapi pengharapan suaka di negara orang yang situasi pemerintahnya lebih better lah dari pada indonesia bisa merasa secure karena pemerintahnya kompeten tidak kayak disini carut marut,2,negatif
Rakyatnya teriak ga didengerin rakyatnya ngeluh ga didengerin yang dibikin kaya cuma pejabatnya aja. Terus giliran mau kabur dibilang ga nasionalis takut ga dapet setoran apa gimana? #KaburAjaDulu,rakyatnya teriak tidak didengarkan rakyatnya ngeluh tidak didengarkan yang dibikin kayak cuma pejabatnya saja terus giliran mau kabur dibilang tidak nasionalis takut tidak dapat setoran apa bagaimana kaburajadulu,2,negatif
@angga_fzn Yg dapat beasiswa LPDP Merka wajib balik ke Indonesia mereka dpt beasiswa negara berarti harus ada imbal balik buat negara. Kalo biaya sendiri bodo amat ga balik2 juga. Trus ada ga yg dapat LPDP ngomong #KaburAjaDulu. Kalo ada terlalu mereka Disekolahin buat majuin bangsa,yang dapat beasiswa lpdp mereka wajib balik ke indonesia mereka dapat beasiswa negara berarti harus ada imbal balik buat negara kalau biaya sendiri bodo amat tidak balik juga terus ada tidak yang dapat lpdp mengomong kaburajadulu kalau ada terlalu mereka disekolahin buat majuin bangsa,2,negatif
Ikutan bahas #KaburAjaDulu nih! Di Bali ketemu banyak yang kerja remote &amp; pilih tinggal di sini. Menurutku alternatifnya: tetap di Indonesia kerja remote untuk luar dan belanjain uangnya di sini. Win-win buat ekonomi :),ikutan bahas kaburajadulu nih di bali ketemu banyak yang kerja remote amp pilih tinggal di sini menurutku alternatifnya tetap di indonesia kerja remote untuk luar dan belanjain uangnya di sini winwin buat ekonomi,0,positif
day one masuk kuliah langsung bahas prabroro #KaburAjaDulu #makanbergizigratis https://t.co/fSzHyv4UlA,day one masuk kuliah langsung bahas prabroro kaburajadulu makanbergizigratis,1,neutral
Gaduh #KaburAjaDulu di Antara Warganet RI Disorot Media Asing https://t.co/3jYLXqqrT9,gaduh kaburajadulu di antara warganet ri disorot media asing,1,neutral
ngelawan gerakan #KaburAjaDulu pake buzzer. emang PEMERINTAH NGENTOT,melawan gerakan kaburajadulu pakai buzzer memang pemerintah ngentot,2,negatif
@Sayasatpol31_ #SaniUntukIndonesiaYangLebihBaik #KaburAjaDulu #AdiliJokowi,saniuntukindonesiayanglebihbaik kaburajadulu adilijokowi,1,neutral
Launching BMTNU Sukodono PCNU Sidoarjo Serahkan Hadiah 1 Unit Sepeda Motor #IndonesiaGelap #KaburAjaDulu @nahdlatululama @TV9NUsantara https://t.co/genYOhDgh9,launching bmtnu sukodono pcnu sidoarjo serahkan hadiah unit sepeda motor indonesiagelap kaburajadulu,1,neutral
cerita tiap tahun pasti dateng ke Busan Intl Film Festival dan foto bareng sama artis Indo yang dateng jadi kenal sama bbrp PH yang selalu mampir ke Busan Bahkan selain kerja di pabrik masih bs dapet freelance model/figuran film Kebayang seru yah #KaburAjaDulu,cerita tiap tahun pasti datang ke busan intl film festival dan foto bareng sama artis indonesia yang datang jadi kenal sama beberapa ph yang selalu mampir ke busan bahkan selain kerja di pabrik masih bisa dapat freelance modelfiguran film terbayang seru ya kaburajadulu,0,positif
@miss_lee3620 @ThatSun510 @Dublin2Eric @kertaspinus @ch4o5Myth Kenapa gak #KaburAjaDulu ke desa? Mulai beternak dan ambil makan sendiri tanpa bergantung uang. Sekarang immigran dibikin welcome sama negara maju spt kita dikasih rumah sama tunjangan. Tapi warga negara aslinya gak dapat apa apa. Gak sadar ada agenda dibalik semua ini,kenapa tidak kaburajadulu ke desa mulai beternak dan ambil makan sendiri tanpa bergantung uang sekarang immigran dibikin welcome sama negara maju seperti kita dikasih rumah sama tunjangan tapi warga negara aslinya tidak dapat apa apa tidak sadar ada agenda dibalik semua ini,2,negatif
Mau cerita sedikit soal tagar #KaburAjaDulu yang memakan korban wkwk,mau cerita sedikit soal tagar kaburajadulu yang memakan korban wkwk,1,neutral
GW GERAM!!! @elianofa_ #KaburAjaDulu #Meme #Funny #VTuber #WayDi https://t.co/qFFMzrEXFN,gue geram kaburajadulu meme funny vtuber waydi,2,negatif
Rejeki orang mah ga tau dimana ya.. kalau kata dosen ku dulu Bumi Allah tu luas.. biarpun ga di indonesia jg selama bs bermanfaat buat orang lain mah gas aja klo ada kesempatan.. jujur suka cara gitasav ngasih gambaran biar mikirnya mateng klo mau #KaburAjaDulu tp ga nentang,rejeki orang mah tidak tau dimana ya kalau kata dosen ku dulu bumi allah itu luas biarpun tidak di indonesia juga selama bisa bermanfaat buat orang lain mah gas saja kalau ada kesempatan jujur suka cara gitasav mengasih gambaran biar mikirnya mateng kalau mau kaburajadulu tapi tidak nentang,2,negatif
Semoga semakin banyak #kaburajadulu. Ga usa omon apa yang sudah kamu berikan kepada negara. Tindakan mereka sudah betul,semoga semakin banyak kaburajadulu tidak usah omon apa yang sudah kamu berikan kepada negara tindakan mereka sudah betul,2,negatif
Kalo ga ikut nagar #KaburAjaDulu Mendingan diem bae yak Jangan malah nyerang pemuka agama yg jelas² berjuang utk agama &amp; Indonesia yg dicintainya Jangan liat keatas atau selevelmu aja sesekali ke bawah Rakyat makin menderita Kalo ga punya nurani &amp; empati Mendingan lu diem aja! https://t.co/X0SyP35xau,kalau tidak ikut nagar kaburajadulu mendingan diam bae ya jangan malah menyerang pemuka agama yang jelas berjuang untuk agama amp indonesia yang dicintainya jangan lihat keatas atau selevelmu saja sesekali ke bawah rakyat makin menderita kalau tidak punya nurani amp empati mendingan kamu diam saja,2,negatif
#KaburAjaDulu emang harus kabur sih klo di indo gk ada harapan zZzZ,kaburajadulu memang harus kabur sih kalau di indonesia tidak ada harapan zzzz,2,negatif
Result pasaran hari ini DILI MORNING SENIN 17 FEBRUARI 2025 Angka Result : 6802 Shio : Naga Kami ucapkan selamat kepada para pemenang yang beruntung #recehbet #KaburAjaDulu,result pasaran hari ini dili morning senin februari angka result shio naga kami ucapkan selamat kepada para pemenang yang beruntung recehbet kaburajadulu,1,neutral
Ohiya di kampusku ada program kelas Jepang inisiatornya yaa tentu saja Direktur yg kerja di lapangannya itu aku sama tim sekitar 2 org . Jalan programnya? Jalan dong Maret ujian JFT Mei-Juni utk SSW-nya kalo nggak salah. Akan brngkt sekitar 24 org utk #KaburAjaDulu ,ohiya di kampusku ada program kelas jepang inisiatornya ya tentu saja direktur yang kerja di lapangannya itu aku sama tim sekitar orang jalan programnya jalan dong maret ujian jft meijuni untuk sswnya kalau tidak salah akan brngkt sekitar orang untuk kaburajadulu,2,negatif
Takut bgt kerja di LN dipersulit karena merasa tersinggung dengan hastag #KaburAjaDulu Ini orang kan dendaman bgt terus kroco-kroconya pinter ngakalin sistem. Apa aja bisa diadain kecuali kesejahteraan rakyat auchhh,takut banget kerja di ln dipersulit karena merasa tersinggung dengan hastag kaburajadulu ini orang kan dendaman banget terus krocokroconya pintar ngakalin sistem apa saja bisa diadain kecuali kesejahteraan rakyat auch,2,negatif
Antony adalah contoh nyata dari #KaburAjaDulu,antony adalah contoh nyata dari kaburajadulu,1,neutral
Baru menyadari kalo w sering share tentang survival receh2 di Close Friends igstory lol. Karena sekarang aq self-proclaimed diaspora yg napak tanah dan lg nge-tren #KaburAjaDulu w forward beberapa story yg relate dgn topik itu di sini~ Kali ini soal gagal masang water filter: https://t.co/hMWgM9aD2L,baru menyadari kalau gue sering share tentang survival receh di close friends igstory lol karena sekarang aku selfproclaimed diaspora yang napak tanah dan lagi ngetren kaburajadulu gue forward beberapa story yang relate dengan topik itu di sini kali ini soal gagal masang water filter,1,neutral
#IndonesiaGelap Logika Kontradikso interminus disatu sisi bilang efisiensi tapi satu sisi kementrian bertambah dan gila nya yg dipotong uang pendidikan Penegakan hukum adili jokowi justru presiden ndasmu hidup jokowi #KaburAjaDulu adalah bentuk kekecewaan https://t.co/eaBplbIxwN,indonesiagelap logika kontradikso interminus disatu sisi bilang efisiensi tapi satu sisi kementrian bertambah dan gila ya yang dipotong uang pendidikan penegakan hukum adili jokowi justru presiden ndasmu hidup jokowi kaburajadulu adalah bentuk kekecewaan,2,negatif
Kalau anggota dewan melek hukum semua Indonesia pasti bakal maju #usutmayapada #mayapadacurang #LoveIsland #IndonesiaGelap #KaburAjaDulu #daruratpendidikan #darurathukum #PeringatanDarurat https://t.co/zciAN0JKIA,kalau anggota dewan melek hukum semua indonesia pasti bakal maju usutmayapada mayapadacurang loveisland indonesiagelap kaburajadulu daruratpendidikan darurathukum peringatandarurat,1,neutral
Salah circle ni orang. Kesian. Semoga korban bisa #Kaburajadulu dari Depok ,salah circle nih orang kesian semoga korban bisa kaburajadulu dari depok,2,negatif
Bagaimana kalau ada gerakan lain dari #KaburAjaDulu ? tapi udah gue lakuin dari 2022: #KerjaDariIndonesia yang artinya duit dari luar negeri masuk ke Indonesia jadi rupiah. hanya saja SDM kita gk pada sadar klo kita itu sama bule (panggilan orang LN) setara. LOL,bagaimana kalau ada gerakan lain dari kaburajadulu tapi sudah gue melakukan dari kerjadariindonesia yang artinya duit dari luar negeri masuk ke indonesia jadi rupiah hanya saja sdm kita tidak pada sadar kalau kita itu sama bule panggilan orang ln setara lol,2,negatif
klo ga bisa #kaburajadulu minimal gweh bisa kerja remote europe/US/asia based la. gaji luar negri pengeluaran dalam negri. enak kan,kalau tidak bisa kaburajadulu minimal gweh bisa kerja remote europeusasia based lah gaji luar negeri pengeluaran dalam negeri enak kan,0,positif
@Posperajogja1 #PeringatanDarurat #IndonesiaGelap #KaburAjaDulu #PidatoBlunderPrabowo,peringatandarurat indonesiagelap kaburajadulu pidatoblunderprabowo,1,neutral
Mau #KaburAjaDulu tapi skill gw cuma ngegambar ,mau kaburajadulu tapi skill gue cuma ngegambar,2,negatif
Boong banget kalo gw nggak pernah mikir #KaburAjaDulu. Tapi gw tahu diri: KEMAMPUAN GW RENDAH GW BUTUH DUCATI DAN FOKUS UNTUK UPGRADE BIAR BISA SURVIVE AND THRIVE. Tapi gw dilarang Allah ninggalin mama ya terpaksa sabar ngumpulin duit lagi yekan. https://t.co/3b6rTmlbPd,bohong banget kalau gue tidak pernah mikir kaburajadulu tapi gue tahu diri kemampuan gue rendah gue butuh ducati dan fokus untuk upgrade biar bisa survive and thrive tapi gue dilarang allah meninggalkan mama ya terpaksa sabar ngumpulin duit lagi yekan,2,negatif
@Piyusaja2 Angka tidak berbohong! Tapi PublicAI ngomongin soal gaji yang lebih baik bukan hanya angka. Mari kita cari pekerjaan yang lebih baik bukan hanya gaji yang lebih tinggi! #KaburAjaDulu,angka tidak berbohong tapi publicai mengomongkan soal gaji yang lebih baik bukan hanya angka mari kita cari pekerjaan yang lebih baik bukan hanya gaji yang lebih tinggi kaburajadulu,2,negatif
@adrianoqalbi Caper njirrrr. ... norak... #KaburAjaDulu,caper anjir norak kaburajadulu,2,negatif
@faizalassegaf Lebih baik mana #KaburAjaDulu atau #AdiliJokowi https://t.co/8k9eVRkcwn,lebih baik mana kaburajadulu atau adilijokowi,1,neutral
#KaburAjaDulu #AdiliJokowi #IndonesiaGelap #HidupJokowi https://t.co/mwa0nmJvJ7,kaburajadulu adilijokowi indonesiagelap hidupjokowi,1,neutral
@D___Frozen Sepakat kak!!! Mending #KaburAjaDulu Karena Pemerintah sudah Nye.. Nye.. Nye... Dan cuma bisa bilang #Ndasmu #IndonesiaGelap,sepakat kak mending kaburajadulu karena pemerintah sudah nye nye nye dan cuma bisa bilang ndasmu indonesiagelap,2,negatif
Seremmmmm #HidupJokowi bertolakbelakang dengan Keinginan dan kegelisan rakyat. #KaburAjaDulu #IndonesiaGelap https://t.co/oe5WmsI1EU,seram hidupjokowi bertolakbelakang dengan keinginan dan kegelisan rakyat kaburajadulu indonesiagelap,2,negatif
@adrianoqalbi dengan kondisi negara yang sistem pemerintahannya korup dan kebijakannya bobrok apa iya kita pura2 tutup mata #kaburajadulu not just a hastag yang mewakili keresahan warga indonesia terhadap fenomena yg terjadi but also spread awareness &amp; sarkas ke gov yg kudu berbenah,dengan kondisi negara yang sistem pemerintahannya korup dan kebijakannya bobrok apa iya kita pura tutup mata kaburajadulu not just a hastag yang mewakili keresahan warga indonesia terhadap fenomena yang terjadi but also spread awareness amp sarkas ke gov yang kudu berbenah,2,negatif
Setuju ustadz Aqidah kemudahan dalam beribadah dan berkumpul dengan orang sholeh adalah barang mahal di negeri kafir. Kalau #KaburAjaDulu ke negeri mayoritas muslim apalagi arab saudi insyaAllah lebih baik,setuju ustadz aqidah kemudahan dalam beribadah dan berkumpul dengan orang sholeh adalah barang mahal di negeri kafir kalau kaburajadulu ke negeri mayoritas muslim apalagi arab saudi insyaallah lebih baik,2,negatif
Pantas ramai tagar #kaburajadulu... Konoha iklim politik dan birokrasi nya mengerikan https://t.co/aku2jGzZaO,pantas ramai tagar kaburajadulu konoha iklim politik dan birokrasi ya mengerikan,2,negatif
Apa harus deactivate akun ya mau gila rasanya jadi WNI baca berita di x sini literally capek batin ya allah mau ikut #KaburAjaDulu juga,apa harus deactivate akun ya mau gila rasanya jadi wni baca berita di kali sini literally capek batin ya allah mau ikut kaburajadulu juga,2,negatif
Mau jago baca di JLPT? Buku ini kasih trik baca soal opini &amp; deskripsi dalam 6 minggu Layoutnya simpel : kiri buat materi kanan buat latihan. Ada contoh teks dari diary &amp; novel. Belajar jadi gampang inget #KaburAjaDulu JLPT N3 READING https://t.co/xsZETKPbsg https://t.co/OursnxsFuR,mau jago baca di jlpt buku ini kasih trik baca soal opini amp deskripsi dalam minggu layoutnya simpel kiri buat materi kanan buat latihan ada contoh teks dari diary amp novel belajar jadi gampang ingat kaburajadulu jlpt n reading,1,neutral
Pencetus #KaburAjaDulu ternyata pak @prabowo Itu dilakukan beliau pada tahun 1998 lalu. Pesan buat @bahlillahadalia : NdasMu https://t.co/CcAJEtrp5d,pencetus kaburajadulu ternyata pak itu dilakukan beliau pada tahun lalu pesan buat ndasmu,1,neutral
Cinta tanah air bukan berarti harus nurut dan manut dengan rejim yg sakit ini. Jika ada kesempatan ya #KaburAjaDulu,cinta tanah air bukan berarti harus nurut dan manut dengan rejim yang sakit ini jika ada kesempatan ya kaburajadulu,2,negatif
. . Rakyat Kritik Pemerintah disuru ANGKAT KAKI .. Giliran Rakyat mau Angkat Kaki dibilang GAK NASIONALIS #KaburAjaDulu mencuat itu karena adanya Kekecewaan dan Apatisme Rakyat atas KINERJA PEMERINTAH Pemerintah SUDAH GAGAL menjamin Kesejahteraan dan Keadilan bagi Rakyatnya https://t.co/p1nm1Gxjh0,rakyat kritik pemerintah disuru angkat kaki giliran rakyat mau angkat kaki dibilang tidak nasionalis kaburajadulu mencuat itu karena adanya kekecewaan dan apatisme rakyat atas kinerja pemerintah pemerintah sudah gagal menjamin kesejahteraan dan keadilan bagi rakyatnya,2,negatif
Ini pendapat gua ya. Terserah kalo elu. Di luar negri gua jadi third citizen jauh lebih bagus dari pada jadi first citizen di Indonesia. Kalo di jabarin bisa makan waktu seminggu penuh. Tapi gua yakin para pendukung #KaburAjaDulu pasti pada paham.,ini pendapat gua ya terserah kalau lu di luar negeri gua jadi third citizen jauh lebih bagus dari pada jadi first citizen di indonesia kalau di jabarin bisa makan waktu seminggu penuh tapi gua yakin para pendukung kaburajadulu pasti pada paham,0,positif
@sifullchanie @worksfess ya allah nyari kerjaan di indo kenapa sesulit itu sih apa #KaburAjaDulu gitu ya ke LN ,ya allah mencari pekerjaan di indonesia kenapa sesulit itu sih apa kaburajadulu begitu ya ke ln,2,negatif
@Piyusaja2 Pak @prabowo sebagai pencetus #KaburAjaDulu https://t.co/DhjvY55Gn4,pak sebagai pencetus kaburajadulu,2,negatif
pengen nyoba #KaburAjaDulu tapi kemana ya wkwkwkw,pengin mencoba kaburajadulu tapi kemana ya wkwkwkw,1,neutral
@PngAdilnR4kyt Nah setuju nih..yg ga suka SM pemerintahan skrng silahkan ambil opsi #KaburAjaDulu ...dan jgn balik lagi.,nah setuju nihyg tidak suka sama pemerintahan sekarang silakan ambil opsi kaburajadulu dan jangan balik lagi,2,negatif
Penghasilan dan pekerjaan tidak imbang mungkin ini yg jadikan rame #KaburAjaDulu itu.. Ada pendapat kah min @hrdbacot @pekerja https://t.co/j6Rg64NZqp,penghasilan dan pekerjaan tidak imbang mungkin ini yang jadikan rame kaburajadulu itu ada pendapat kah min,2,negatif
