full_text,stemming,label_num,pseudo_label
@rockstarstae #IndonesiaGelap ayo #KaburAjaDulu,indonesiagelap ayo kaburajadulu,2,negative
@0tk0il pencetus #kaburajadulu yang sesungguhnya,cetus kaburajadulu sungguh,2,negative
#KaburAjaDulu #KaburDuluAja #IndonesiaGelap2025 Ada kucing angora lagi show,kaburajadulu kaburduluaja indonesiagelap kucing angora show,1,neutral
@fotodakwah dalam video ini di bagian akhir dikatakan oleh penceramah apabila mengatakan bahwa Indonesia bukan negara Islam maka wajib hukumnya Anda berhijrah. hijrahlah! lak tenan to malah nyuruh #KaburAjaDulu #HijrahAjaDulu,video ceramah indonesia negara islam wajib hukum hijrah hijrah lak tenan nyuruh kaburajadulu hijrahajadulu,2,negative
Rakyat dibikin ribut dg pagar laut LPG MBG ternyata pemerintah kongkalingkong soal Danantara Licik bin Tolol emang #IndonesiaGelap #KaburAjaDulu https://t.co/q0CFE5hCBM,rakyat bikin ribut pagar laut lpg mbak perintah kongkalingkong danantara licik bin tolol indonesiagelap kaburajadulu,2,negative
@duta_crypto Developernya pasti ngikut #KaburAjaDulu ,developer ngikut kaburajadulu,2,negative
Soal Ramainya Tren #KaburAjaDulu Istana: Jangan Jadi Pendatang Ilegal https://t.co/f7rCgn13Wn https://t.co/Bq96aDhjhT,ramai tren kaburajadulu istana datang ilegal,1,neutral
@Calvin_0619 Tapi #KaburAjaDulu bukan soal uang,kaburajadulu uang,2,negative
@PelatihT1dur Jd paham kan knapa #IndonesiaGelap2025 dan #KaburAjaDulu ga mrk gubris... Wong sibuk dengan dunianya sendiri,paham knapa indonesiagelap kaburajadulu gubris sibuk dunia,2,negative
@__AnakKolong @prabowo @KemensetnegRI @setkabgoid Akan..akan ... Ntah kapan? #KaburAjaDulu,akanakan kaburajadulu,2,negative
@detikcom ketemuan sama gus yakult nih jejangan.. #KaburAjaDulu,ketemu gus yakult nih jejangan kaburajadulu,1,neutral
@PaltiWest2024 asyik sesama bajer lagi bantah2an kalian semua yg bikin #IndonesiaGelap2025 dan #KaburAjaDulu (kabur palsu) mahasiswa korban nya para oligarki bertepuk tangan dan investorpun kabur asli,asyik bajer bantah bikin indonesiagelap kaburajadulu kabur palsu mahasiswa korban ya oligarki tepuk tangan investor kabur asli,2,negative
@NenkMonica #congorwamen #KaburAjaDulu,congorwamen kaburajadulu,2,negative
Mau #KaburAjaDulu tapi gapunya duit,kaburajadulu gapunya duit,2,negative
@rendirendikaa ngurusin pinjol sama judol aja belum becus..hadeuh dah paling bener #kaburajadulu dari konoha punya pemerintah isi nya orang2 kayak gitu.,urus pinjol judol becushadeuh kaburajadulu konoha perintah isi ya orang kayak,2,negative
#KaburAjaDulu ke japang pas sampai japang harga beras 10x lipat https://t.co/RGwXuCU0I2,kaburajadulu japang pas japang harga beras kali lipat,2,negative
mau #kaburajadulu tapi di LN gaada iwak samu papuyu samu anakan haruan nasi kuning haruan iwak karing telang asam manis cacapan paisan,kaburajadulu ln gaada iwak samu papuyu samu ana haruan nasi kuning haruan iwak karing telang asam manis cacap pais,0,positive
#KaburAjaDulu bahasa lainnya #Hijrah Pindah ketempat yg lebih aman dan dapat melanjutkan hidup layak.,kaburajadulu bahasa hijrah pindah tempat aman lanjut hidup layak,2,negative
Tren #kaburajadulu seperti tanda ketidakmampuan keengganan ketidakpedulian untuk merubah.,tren kaburajadulu tanda ketidakmampuan enggan ketidakpedulian rubah,2,negative
@AiraNtieReal Bnyk yg sewot ma tagar #KaburAjaDulu,sewot tagar kaburajadulu,2,negative
u think u special? NO ckup martabak aj yg special ya. Kehiudpan lu di luar jg gk sberapa sama kita-kita yang mau #KaburAjaDulu di indo,lu think lu special no martabak special ya kehiudpan sberapa kitakita kaburajadulu indonesia,2,negative
@mohmahfudmd @Dulkamdiii Sblm ada #kaburajadulu saya udah berproses pak.. Ke Korea dari 2022 dan akhirnya lulus tahun 2025 punten kita juga calon pejuang devisa.. Malah pak Mentri bilang gak usah balik lagi dan ada juga yg meragukan jiwa nasionalisme kita,kaburajadulu proses korea lulus punten calon juang devisa tri bilang ragu jiwa nasionalisme,1,neutral
btw pengen bgt ikutan #KaburAjaDulu tapi gatau mau kemana huhuuu,btw pengin banget ikut kaburajadulu gatau mana huhu,1,neutral
Barusan denger radio suara surabaya ada caller hubungi suara Surabaya hilang gini Gen Z bikin hashtag #KaburAjaDulu itu cuma cari sensasi aja biar masuk fyp Aku pas denger itu orang ngomong kek gt di radio dalam hati kayak Jancuk raimu mas nguawor kok cok kesel anjir,barusan dengar radio suara surabaya caller hubung suara surabaya hilang gen bikin hashtag kaburajadulu cari sensasi biar masuk fyp pas dengar orang omong kayak radio hati kayak jancuk rai mas nguawor cok kesel anjir,2,negative
Yang mau kabur silahkan aja tapi inget warga palestina diusir dibom dihancurkan tetep pertahanin tanah air nya walaupun harus mati. #kaburajadulu,kabur sila warga palestina usir bom hancur pertahanin tanah air ya mati kaburajadulu,2,negative
Soal Viralnya #kaburajadulu Menteri ATR/BPN Nusron Wahid: Apa Yang Mau Diselesaikan Kalau Kabur? Menteri ATR/BPN Nusron Wahid https://t.co/G0wVpCR3yG #golkarindonesia #golkarsolid #partaigolkar #golkarpedia #bahlillahadalia #nusronwahid https://t.co/IBU2hfVmNI,viralnya kaburajadulu menteri atrbpn nusron wahid selesai kabur menteri atrbpn nusron wahid golkarindonesia golkarsolid partaigolkar golkarpedia bahlillahadalia nusronwahid,1,neutral
Ngobrol sama orang yang anti gerakan #kaburajadulu buat iq turun 20 poin.,obrol orang anti gera kaburajadulu iq turun poin,2,negative
mas nasi goreng #KaburAjaDulu https://t.co/d8rx9PKLqB,mas nasi goreng kaburajadulu,0,positive
@tempodotco #KaburAjaDulu #Hijrah Pindah ketempat lebih layak Meninggalkan kampung yg sakit Menggapai Hidup layak Menghindari perilaku buruk sekitar. Sila ditambahkan.,kaburajadulu hijrah pindah tempat layak tinggal kampung sakit gapai hidup layak hindar perilaku buruk sila,2,negative
Yang ini gw sangat setuju. Udah bener klo Islamist salafist dan wahabist #KaburAjaDulu ke Afghanistan jangan ke Korea atau Jepang eneg gw klo papasan ama muka2 orang2 yg ngebacot babi haram khamr haram zina haram tp kaburnya ke negara mayoritasnya makan babi dan minum soju.,gue tuju islamist salafist wahabist kaburajadulu afghanistan korea jepang eneg gue papas muka orang ngebacot babi haram khamr haram zina haram kabur negara mayoritas makan babi minum soju,2,negative
 ka ratau madang di hulu ba buah ba bungo balun marantau bujang dahulu di kampuang baguno balun #KaburAjaDulu,kak ratau madang hulu ba buah ba bungo balun marantau bujang kampuang baguno balun kaburajadulu,2,negative
kucing sedih #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaGelap https://t.co/JBrhRybCBR,kucing sedih kaburajadulu indonesiagelap indonesiagelap,2,negative
Bukan hanya susah cari kerja tak jarang kalaupun dapat pekerja diberlakukan semena mena #KaburAjaDulu https://t.co/qrk0detAPs,susah cari kerja jarang kerja laku semena mena kaburajadulu,2,negative
@edskywalker @BetaEpsilonPhi Di nganu mah tinggal apply postdoc #KaburAjaDulu,nganu mah tinggal apply postdoc kaburajadulu,1,neutral
Syarat kerja di +62 aja begini gmn gk rame #KaburAjaDulu Ini kan sama jg memiskinkan rakyat sdr krn rakyat tdk diberikan hal yg sama. https://t.co/GAb7FBTTg9,syarat kerja rame kaburajadulu miskin rakyat sdr rakyat,2,negative
Obrolan kolong mrja tagar yg sedang ramai #IndonesiaGelap dan.#KaburAjaDulu https://t.co/qiVAUwUjmw,obrol kolong mrja tagar ramai indonesiagelap dankaburajadulu,1,neutral
aku gedeg bgt tapi ga berani negur. ada salah 1 tmnku dulu 02 voter garis keras. abis nyoblos pun upload foto pake baju biru khas 02 trs pose tgnEH TAUNYA SKRNG UPLOAD FOTO KE LUAR NEGERI (GATAU KERJA/SEKALIAN PINDAH) SAMA PAKE CAPTION '#KaburAjaDulu kalian kapan?' KAN SILITTT,gedek banget berani negur salah tmnku voter garis keras habis nyoblos upload foto pakai baju biru khas pose tgneh tau upload foto negeri gatau kerjasekalian pindah pakai caption kaburajadulu silit,2,negative
@josua41 @gabygianova @trickyinvestor You are so dumb lu di LN pasti kerja pakai visa turis. Pointnya adalah tuh cewek buat video soal struggle di LN yang notabenenya udah dirasakan oleh orang Indonesia tanpa perluh ke LN dengan kondisi lebih parah. Makna #kaburajadulu dari awal udah gak dia paham.,you are sok dumb ln kerja pakai visa turis point tuh cewek video struggle ln notabene rasa orang indonesia perluh ln kondisi parah makna kaburajadulu paham,2,negative
Gap kesejahteraan antara petinggi dan karyawan jelata ditempat kerja petinggi dengan barang mewah karyawan jelata kredit motor untuk berangkat kerjapun tak bisa #KaburAjaDulu,gap sejahtera petinggi karyawan jelata tempat kerja petinggi barang mewah karyawan jelata kredit motor berangkat kerja kaburajadulu,2,negative
Pengen #KaburAjaDulu ke pulau Falkland a. k. a Malvinas Gimana caranya ya?!,pengin kaburajadulu pulau falkland a a malvinas ya,1,neutral
@ruhutsitompul #KaburAjaDulu #Hijrah menghindari kondisi yg tidak baik Berusaha mencari penghidupan layak Mencari tempat yang lebih baik.,kaburajadulu hijrah hindar kondisi usaha cari hidup layak cari,2,negative
Viral #KaburAjaDulu 7 Program Kerja ke Luar Negeri Ini Bisa Kamu Coba! https://t.co/UYSvSoMtPz,viral kaburajadulu program kerja negeri coba,1,neutral
@dazzletyong ayo plss tp kemarin kepikiran deh mau aja sih pake ni tagar #KaburAjaDulu tp ke negara mana ya kak? belum ada plann km udah ada plan buat pergi kenegara tertentu?,ayo plss kemarin pikir deh sih pakai nih tagar kaburajadulu negara ya kak plann plan pergi negara,2,negative
Tapi jangan tutup mata terlalu banyak sarjana tak bisa apa apa brisik teriak #KaburAjaDulu namun isi kepala harus dipertanya.,tutup mata sarjana brisik teriak kaburajadulu isi kepala tanya,1,neutral
Ini akan membuat anak-anak SMP sudah berpikiran #KaburAjaDulu,anakanak pikir kaburajadulu,2,negative
Semakin kuat buat prepare #KaburAjaDulu,kuat prepare kaburajadulu,1,neutral
Jangan sampe #KaburAjaDulu sama #IndonesiaGelap2025 dialihkan isu sama Podcast unfaedah dari Buzzer botak premium ini ya gaes,kaburajadulu indonesiagelap alih isu podcast unfaedah buzzer botak premium ya gaes,2,negative
Republik mafia... #IndonesiaGelap2025 #KaburAjaDulu https://t.co/SVeG4bV3VW,republik mafia indonesiagelap kaburajadulu,2,negative
@detikcom bilang aja #KaburAjaDulu,bilang kaburajadulu,2,negative
Siapapun kalo mau #KaburAjaDulu please banget jangan kaya mas Amri.,kaburajadulu please banget kayak mas amri,2,negative
@islah_bahrawi Jujur gini lebih baik dari pada bikin tagar #IndonesiaGelap2025 lah #KaburAjaDulu lah. Rejeki itu datang karena dikejar bukan karena tagar,jujur bikin tagar indonesiagelap kaburajadulu rejeki kejar tagar,2,negative
@xscious Huft apa ini saatnya #KaburAjaDulu,huft kaburajadulu,1,neutral
Pengen polisi yang nggak korup? Perbaiki sistemnya. Jangan malah nyari shortcut dengan milih orang yang katanya lebih tahan godaan sementara lingkungannya sendiri masih penuh celah buat nyebur ke kotoran. #IndonesiaGelap2025 #KaburAjaDulu,pengin polisi korup baik sistem cari shortcut pilih orang tahan goda lingkung penuh celah cebur kotor indonesiagelap kaburajadulu,2,negative
Ingspirasyen buat #KaburAjaDulu jadi petani di negeri orang usaha distribusi pupuk dan pangan (terigu). https://t.co/CM1JP6PJQ2,ingspirasyen kaburajadulu tani negeri orang usaha distribusi pupuk pangan terigu,1,neutral
#KaburAjaDulu ka cicadas,kaburajadulu kak cicadas,1,neutral
@tanyarlfes Emang berat hidup di konoha...belum lagi umur maksimal penampilan menarik tinggi minimal mending #KaburAjaDulu,berat hidup konohabelum umur maksimal tampil tarik minimal mending kaburajadulu,2,negative
@detikcom tuh kan si dia aja #KaburAjaDulu,tuh sih kaburajadulu,2,negative
liat aja soon gue ikutan #KaburAjaDulu,lihat soon gue ikut kaburajadulu,2,negative
Anjiiir... masih fasich juga bicara untuk rakyat stlh benderang kasus rempang tangerang morowali wadas mandalika...dst. #IndonesiaGelap #KaburAjaDulu #AdiliJokowi #planecrash,anjir fasich bicara rakyat benderang rempang tangerang morowali wadas mandalikadst indonesiagelap kaburajadulu adilijokowi planecrash,1,neutral
Yang mafia haji udah #KaburAjaDulu wkkwkwkwkwkkwkq dunia akhirat gak ridho kami pak sama klean,mafia haji kaburajadulu wkkwkwkwkwkkwkq dunia akhirat ridho klean,2,negative
@yanzero_ bagaimana dgn bullion bank? bagaimana dgn tagar #KaburAjaDulu #KaburSajaDulu ? its time to make indonesia great again right?,bullion bank tagar kaburajadulu kabursajadulu its time pakai indonesia great again right,2,negative
@KompasTV Itu gara2 rame #KaburAjaDulu sehingga menginspirasi para para aph kita ikut2an kabur ungkap kasus pagar laut ,gara rame kaburajadulu inspirasi aph ikut kabur pagar laut,2,negative
Syarat lamaran kerja di Indonesia 1 ganteng tinggi 2 punya orang dalam 3 sogok.dan punya duit 4 sogok 5 duit 6 orang dalam 7 punya orng dalam 8 sogokan 9 tidak punya skill #KaburAjaDulu #indonesia #carikerjasusah #orangdalam,syarat lamar kerja indonesia ganteng orang sogokdan duit sogok duit orang orang sogo skill kaburajadulu indonesia carikerjasusah orangdalam,2,negative
@papa_loren #KaburAjaDulu Dulu kabur ke Yordania Balik-balik jadi Presiden ,kaburajadulu kabur yordania balikbalik presiden,2,negative
Akhirnya yang #kaburajadulu adalah mereka yang punya persiapan dan tau akan ngapain setelah #kaburajadulu Dipikir-pikir senada sama jaman sekolah dulu banyak banget omongan ayo jadi pengusaha toh mereka yang jadi pengusaha mayoritas memang dari kalangan keluarga bermodal ,kaburajadulu siap tau kapai kaburajadulu dipikirpikir nada jaman sekolah banget omong ayo usaha usaha mayoritas kalang keluarga modal,2,negative
@ARSIPAJA Saya udah 70jt/bln tapi di luar negeri.. hahaha udahhh buruan #kaburajadulu,jtbln negeri hahaha buru kaburajadulu,2,negative
memang sebenernya negara ini nothing kok without us wkww makanya takut kalo kita pada #KaburAjaDulu . Apa gunanya punya skill membodohi kalo tidak ada yg dibodohi? wkwkwk,negara nothing without us wkww takut kaburajadulu guna skill bodoh bodoh wkwkwk,2,negative
Pak mentri itu bukan menguntungkan negara namanya. TP KEPERCAYAAN NEGARA THD PEMERINTAH SDH TIPIS. @mulya317 Ramai #KaburAjaDulu dari RI Menteri P2MI Abdul Kadir Karding Singgung Cinta Tanah Air https://t.co/n99YodtQNG,tri untung negara nama percaya negara thd perintah tipis ramai kaburajadulu ri menteri pmi abdul kadir karding singgung cinta tanah air,0,positive
@RWWReborn Orang pada #KaburAjaDulu Suruh bahlil dab para 45u2 penjilat duluan,orang kaburajadulu suruh bahlil dab lu jilat duluan,2,negative
-' Syarat kerja staf minimal S1 IPK minimal 3 -' Syarat pejabat negara/anggota Dewan minimal SMA/sederajat klo Sarjana tanpa embel2 IPK _' Situ waras dan masih bilang Indonesia baik-baik saja. _' Gile lu ndro kata Dono dan Kasino. #IndonesiaGelap #KaburAjaDulu,syarat kerja staf minimal si ipk minimal syarat jabat negaraanggota dewan minimal smasederajat sarjana embel ipk situ waras bilang indonesia baikbaik gila ndro dono kasino indonesiagelap kaburajadulu,2,negative
@hi_itsan mau dijemput malah #KaburAjaDulu https://t.co/MxJj62bh1k,jemput kaburajadulu,2,negative
Harga normal 1 jutaan skrng jadi 800 ribuan Danatara #KaburAjaDulu #ArtistBersuara #racunshopee https://t.co/jHCZxpwxnC,harga normal juta ribu danatara kaburajadulu artistbersuara racunshopee,1,neutral
Kalo sistem perlindungan tenaga kerja bener mereka ga bakal kepikiran buat lari. Ini bukan sekadar kelalaian tapi bentuk pembiaran yang ga bisa ditoleransi #KaburAjaDulu #IndonesiaGelap2025,sistem lindung tenaga kerja pikir lari lalai bentuk biar toleransi kaburajadulu indonesiagelap,2,negative
@Metro_TV Jangan ikut2an #KaburAjaDulu dari masalah pagar laut dan psn ya pak ,ikut kaburajadulu pagar laut psn ya,2,negative
Bener #KaburAjaDulu bayar pajak tertib kondisi jalanan udah kek begini Ee Pemerintahnya membisu. Jl. Raya Solo - Baki Ds. Jetis Kec. Baki Kab. Sukoharjo @KompasTV @officialinews_ @Metro_TV @tvOneNews https://t.co/JPMrjs3QgN,kaburajadulu bayar pajak tertib kondisi jalan kayak ee perintah bisu jl raya solo baki ds jetis kec baki kab sukoharjo,2,negative
Pengen #KaburAjaDulu tapi ngajak mamah soalnya aku ga bisa hidup tanpa sambel mamah,pengin kaburajadulu ajak mamah hidup sambel mamah,2,negative
@Dahnilanzar @prabowo Kalo udah dijelasin lagi ma closed circle berarti Ada masalah dengan komunikasinya. Fix it please! #KaburAjaDulu #IndonesiaGelap2025 + #ManUtdgelap,dijelasin closed circle komunikasi fix please kaburajadulu indonesiagelap manutdgelap,1,neutral
@andikamalreza Mrk ga peduli hastag bro artinya mrk ga peduli suara rakyat...dasar Ndas mu somplak #IndonesiaGelap Bro mending #KaburAjaDulu,peduli hastag bro peduli suara rakyatdasar ndas mu somplak indonesiagelap bro mending kaburajadulu,1,neutral
Emang salah. Negri tanpa keadilan. Negri cukong. Negri ternak Mulyono biarkan rakyat pindah ke negara lain. Yg waras ngalah #KaburAjaDulu,salah negeri adil negeri cukong negeri ternak mulyono biar rakyat pindah negara waras kalah kaburajadulu,2,negative
@prabowo #KaburAjaDulu ke yordania oke gas balik2 bisa jadi presiden mau nanyain nasionalisme nya?? jawab aja : NDAASMU,kaburajadulu yordania oke gas presiden nanyain nasionalisme ya ndaasmu,2,negative
Saat ada yang memilih #kaburajadulu ada mereka yang tetap di Indonesia untuk saling peduli dan saling membantu https://t.co/IBVS4vP97l,pilih kaburajadulu indonesia peduli bantu,1,neutral
Cara Singapura China Taiwan dan Korsel Cegah Warga Terampilnya Kabur ke Luar Negeri. ~SA #KaburAjaDulu https://t.co/s5EFKcB9Ks,singapura china taiwan korsel cegah warga terampil kabur negeri sa kaburajadulu,1,neutral
Tante vs 5 https://t.co/9iVgTnuy6H https://t.co/g3BF0Ng2FB https://t.co/wUcTZ3ck6l https://t.co/g3mhhcPGFa https://t.co/Img7TtKywX https://t.co/x3UUUIYd3m Bonus https://t.co/WRWWGOgwjZ Pagi ndasmu hidup medusa danantara #KaburAjaDulu BUMN pagii pagiii siang bayar hutang #dood,tante vs bonus pagi ndasmu hidup medusa danantara kaburajadulu bumn pagi pagi siang bayar hutang dood,1,neutral
Gausa jauh jauh kalo mau #KaburAjaDulu Malaysia oke kok. kualitas hidup oke bisa balek kapan aja kalo kangen keluarga adaptasi makanan easy. Make it simple and realistic,gausa kaburajadulu malaysia oke kualitas hidup oke balek kangen keluarga adaptasi makan easy pakai simple and realistic,0,positive
#kaburajadulu trending mau donk dengar cerita dari orang tua yang anaknya memilih tinggal atau bekerja di Luar Negri,kaburajadulu trending dengar cerita orang tua anak pilih tinggal negeri,1,neutral
Mantan Staf Khusus Bidang Inovasi Pendidikan dan Daerah Terluar era Presiden ke-7 Joko Widodo Billy Mambrasar menyoroti adanya tren #KaburAjaDulu di media sosial. ~SA #TrenKaburAjaDulu #StafsusJokowi https://t.co/B6KXdQeFlX,mantan staf khusus bidang inovasi didik daerah luar era presiden joko widodo billy mambrasar sorot tren kaburajadulu media sosial sa trenkaburajadulu stafsusjokowi,1,neutral
FUN FACT: Kalau kamu #KaburAjaDulu ke salah satu negara (tapir) berikut ini kamu bisa daftar Hajj langsung ke Kementerian Haji dan Umrah Arab Saudi. Walaupun tidak 100% pasti dapat jatah di tahun tersebut pastinya antriannya jauh lebih pendek. https://t.co/eCw0WXrq5v,fun fact kaburajadulu salah negara tapir daftar hajj langsung menteri haji umrah arab saudi jatah pasti antri pendek,1,neutral
Sdh pas dg mengundang masuknya orang indo rata2 penurut bkn pemberontak dan nyalinya dlm memproduksi anak tak diragukan lg #KaburAjaDulu alam sedang mencari equilibrium baru,pas undang masuk orang indonesia turut berontak nyali produksi anak ragu kaburajadulu alam cari equilibrium,2,negative
Kalau gak bisa #KaburAjaDulu Kita #LawanAjaDulu #IndonesiaGelap Sampai jumpa hari Kamis.,kaburajadulu lawanajadulu indonesiagelap jumpa kamis,1,neutral
i support #KaburAjaDulu for indonesian men to migrate to hell,i support kaburajadulu for indonesian men migrate hell,1,neutral
#KaburAjaDulu tolong pemerintah jaga anak2 kita pak... gen Z itu masa depan indonesia tolong pak @prabowo rubah pola pikir pemerintahan yg sekarang ... rawatlah baik2 generasi masa depan indonesia ini jangan malah di konter balik,kaburajadulu tolong perintah jaga anak gen indonesia tolong rubah pola pikir perintah rawat generasi indonesia konter,2,negative
Bukannya instrospeksi kinerja warganya ramai #KaburAjaDulu tapi malah komen kabur sajalah bila perlu jangan kembali hilihhh dasar #PejabatGakGuna,instrospeksi kerja warga ramai kaburajadulu komen kabur hilih dasar pejabatgakguna,1,neutral
msh pada bnyak yg msalahin knapa sih pada mau #KaburAjaDulu ? ya slah stunya krna ini mau ngadu ke disnaker ehh wamenaker nya aja kek anjing,msalahin knapa sih kaburajadulu ya salah stunya adu disnaker eh wamenaker ya kayak anjing,2,negative
@sedangumpet Semoga next bisa #KaburAjaDulu,moga next kaburajadulu,1,neutral
lebih baek #kaburajadulu drpd ikutan kup,kaburajadulu ikut kup,2,negative
https://t.co/EWyzr30YVH Alhamdulillah ada pencerahan #KaburDuluAja #KaburAjaDulu,alhamdulillah cerah kaburduluaja kaburajadulu,0,positive
@Reiza_Patters Masih muda aja udah #KaburAjaDulu ke Jordan,muda kaburajadulu jordan,2,negative
a way to #KaburAjaDulu https://t.co/oCSwwCmQJ3,a way kaburajadulu,1,neutral
Tahanan kasus pembunuhan dibebaskan di Medan #Bitcoin #viral #MEDAN #hukum #beritaviral #beritaterkini #tribunaonline #tvOne #MetroTV #PrabowoGibranMundurlah #prabowogibran #viralkan #pembunuhan #polisiindonesia #dpr #IndonesiaGelap2025 #KaburAjaDulu #mahfudmd https://t.co/HteORYIob0,tahan bunuh bebas medan bitcoin viral medan hukum beritaviral beritaterkini tribunaonline tvone metrotv prabowogibranmundurlah prabowogibran viralkan bunuh polisiindonesia dpr indonesiagelap kaburajadulu mahfudmd,2,negative
@BosPurwa @prabowo #KaburAjaDulu rasional.. usia produktif akan menjadi bonus demografi ketika negara bisa menyalurkan.. tp akan menjadi beban demografi ktk tdk tersalurkan.. makanya #KaburAjaDulu bagus drpd bertahan di negara narsistik,kaburajadulu rasional usia produktif bonus demografi negara salur beban demografi ktk salur kaburajadulu bagus tahan negara narsistik,0,positive
#KaburAjaDulu Menghindari Kebijakan Yang Carut Marut Ntar 5 tahun lagi dah punya modal buat usaha balik lagi ke Tanah Kelahiran. Ingat....4 tahun lagi jangan pilih orang yang gak becus kerjanya. #IndonesiaGelap2025 https://t.co/uaHDEh4Gef,kaburajadulu hindar bijak carut marut entar modal usaha tanah lahir pilih orang becus kerja indonesiagelap,2,negative
Wdym??????? Do you think we are THAT privileged? Aowkaoqkaok berarti memang kita udah siap #KaburAjaDulu,wdym you think we are that privileged aowkaoqkaok kaburajadulu,1,neutral
lagi rame soal #KaburAjaDulu ya.. klo diliat konten dr hastag tsb ttg org yg kerja di luar negeri gt ya. Tp disatu sisi klo diperhatiin jg hastag tsb seakan jd bentuk rasa kecewa atas apa yg terjadi di Indonesia. Gw jg tau pasti si apa yg melatarbelakangi munculnya spt apa,rame kaburajadulu ya konten hastag orang kerja negeri ya satu sisi diperhatiin hastag akan bentuk kecewa indonesia gue tau sih melatarbelakangi muncul,2,negative
@JhonSitorus_18 Jgn ngaku jago mancing kalau hasil tangkapanya hanya dapat ikan teri #IndonesiaGelap #KaburAjaDulu,aku jago mancing hasil tangkapanya ikan teri indonesiagelap kaburajadulu,1,neutral
@DndySaputra Aku udah #KaburAjaDulu pake visa magang agak menyesal tp yaudah mari kita selesaikan magang lalu lanjut TG~,kaburajadulu pakai visa magang sesal yaudah mari selesai magang tg,2,negative
#KaburAjaDulu jg bs jd motivasi sih buat kita semua. Ketika blm dpt kerja di dlm negeri ternyata masih ada harapan di luar sana. Gw jg berharap org2 yg udah keluar sana bs menyerap ilmunya sehingga bs kembali ke tanah air dgn pengalaman dan ilmu yg bs diterapkan di dlm negeri.,kaburajadulu motivasi sih kerja negeri harap gue harap orang serap ilmu tanah air alam ilmu terap negeri,2,negative
aku bisa kan wujudin mimpi buat #KaburAjaDulu itu??,wujudin mimpi kaburajadulu,2,negative
#KaburAjaDulu ke Pulau Cayman,kaburajadulu pulau cayman,2,negative
#kaburajadulu ayo ke jepang,kaburajadulu ayo jepang,2,negative
Ramai Danantara Coretax #KaburAjaDulu kita geser yu ramaikan #janganbayardulu,ramai danantara coretax kaburajadulu geser yuk ramai janganbayardulu,2,negative
Lagi rame #KaburAjaDulu Kenapa pada segampang itu ya? Bagaimana keputusan itu kayak gampang bngt dibuat? Padahal pasti keluarga dan segala tetek bengeknya ada di tanah air. Dh lah slow living di jakarta dulu aja sambil siram² dan sarungan Kabooorrrr ~~~ https://t.co/eUyFaI0Pc5,rame kaburajadulu gampang ya putus kayak gampang banget keluarga tetek bengek tanah air dah slow living jakarta siram sarung kabor,2,negative
Hashtag #KaburAjaDulu emang paling cocok gaji vs kerjaan kadang sering ga balance,hashtag kaburajadulu cocok gaji vs kerja kadang balance,1,neutral
Gimana tanggapanya @bahlillahadalia #KaburAjaDulu https://t.co/qVt6Fnfgwd,tanggapanya kaburajadulu,1,neutral
Sampai kapan hukum dimain-mainkan? Tegakkan keadilan.. Usut sampai tuntas mayapada!!#MayapadaCurang #UsutMayapada #usuttuntasmayapada #tedsioeng #fyp #viral #trend #savekipkuliah #daruratpendidikan #kaburajadulu #tegakkankeadilan #kawaltedsioeng https://t.co/ySehEDlRWI,hukum dimainmainkan tegak adil usut tuntas mayapadamayapadacurang usutmayapada usuttuntasmayapada tedsioeng fyp viral trend savekipkuliah daruratpendidikan kaburajadulu tegakkankeadilan kawaltedsioeng,1,neutral
Aduh sebenarnya malas ya menanggapi hal childish begini bringing my old tweet is not the gotcha moment you think you ll ate. Padahal gue juga pure nanya ya buat tau juga. Ini mah kek lu pada macam diaspora tone-deaf yang mau gatekeep #kaburajadulu karena gak mau ada orang baru.,aduh malas ya tanggap childish bringing my old tweet is not the gotcha moment you think you ll ate gue pure ya tau mah kayak diaspora tonedeaf gatekeep kaburajadulu orang,2,negative
saat2 ini belum bisa ikutan #KaburAjaDulu soalnya masih #MaburAjaDulu,ikut kaburajadulu maburajadulu,2,negative
mau ikutan kyk orang2 #KaburAjaDulu tp dinegara lain ga ada mie ayam ,ikut kayak orang kaburajadulu negara mie ayam,2,negative
Indonesia memang luas tapi sempit menghimpit!!! #KaburAjaDulu,indonesia luas sempit menghimpit kaburajadulu,2,negative
It's literally what normal people do on a daily basis. If I wanna do a stretch and make people doubt #KaburAjaDulu is the cultural differences that you will experience abroad but even then you can choose which country juga but this... This is what people do everyday.,its literally what normal people on a daily basis if i wanna a stretch and pakai people doubt kaburajadulu is the cultural differences that you will eerience abroad but even then you can choose which country but this this is what people everyday,0,positive
As a diaspora overseas I do realise my privilege staying in my host country. I do have investments and a day job (casual job security) to keep me somewhat afloat. Do I recommend everyone to #KaburAjaDulu - No it but are those reasons included in this stupidity of a post. NO.,as a diaspora overseas i realise my privilege staying my host country i have investments and a day job casual job security keep me somewhat afloat i recommend everyone kaburajadulu no but are those reasons included this stupidity of a post no,1,neutral
Erick Thohir: Lahirnya Danantara untuk percepatan investasi #ArtistBersuara #Indonesia #Prabowo #KaburAjaDulu #KaburDuluAja #BUMN #Erickthohir #amaterasun #Medusa https://t.co/soauT2g9OW,erick thohir lahir danantara cepat investasi artistbersuara indonesia prabowo kaburajadulu kaburduluaja bumn erickthohir amaterasun medusa,1,neutral
